SIREN principal,Id,Raison sociale,Date de publication,Année de reporting,Siret
282400019,93bc8663-b1cd-11ed-8fce-005056b7acd1,SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DE LA DORDOGNE,23/02/2022,2020,
282400019,938cba50-b1cd-11ed-8fce-005056b7acd1,SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DE LA DORDOGNE,06/07/2018,2018,
280112004,93bc7409-b1cd-11ed-8fce-005056b7acd1,SCE DEPARTEMENTAL INCENDIE ET SECOURS,17/02/2022,2019,
280112004,9379a9e7-b1cd-11ed-8fce-005056b7acd1,SCE DEPARTEMENTAL INCENDIE ET SECOURS,05/08/2016,2015,
269710364,93929284-b1cd-11ed-8fce-005056b7acd1,Centre hospitalier Louis-Constant Fleming,14/05/2019,2018,
269710364,937548ce-b1cd-11ed-8fce-005056b7acd1,Centre hospitalier Louis-Constant Fleming,11/04/2016,2015,
269501631,93793a70-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER VICTOR DUPOUY,30/08/2016,2015,"
	
		
			
			26950163100015
			
			
			si&egrave;ge
			
			
			69 RUE DU LT COLONEL PRUDHON - 95100 ARGENTEUIL
			
		
		
			
			26950163100247
			
			
			&Eacute;ts secondaire
			
			
			45 RUE DU FIEF - 95100 ARGENTEUIL
			
		
		
			
			26950163100239
			
			
			&Eacute;ts secondaire
			
			
			17 RUE JEAN LECLAIRE - 95220 HERBLAY
			
		
		
			
			26950163100221
			
			
			&Eacute;ts secondaire
			
			
			10 RUE GASTON MAURER - 95870 BEZONS
			
		
		
			
			26950163100213
			
			
			&Eacute;ts secondaire
			
			
			10 B ROUTE D&rsquo;ARGENTEUIL - 95240 CORMEILLES EN PARISIS
			
		
		
			
			26950163100205
			
			
			&Eacute;ts secondaire
			
			
			45 RUE DU FIEF - 95100 ARGENTEUIL
			
		
		
			
			26950163100197
			
			
			&Eacute;ts secondaire
			
			
			38 ESPLANADE DE L&rsquo;EUROPE - 95100 ARGENTEUIL
			
		
		
			
			26950163100189
			
			
			&Eacute;ts secondaire
			
			
			69 RUE DU LT COLONEL PRUDHON - 95100 ARGENTEUIL
			
		
		
			
			26950163100130
			
			
			&Eacute;ts secondaire
			
			
			16 SQUARE AQUITAINE - 95100 ARGENTEUIL
			
		
		
			
			26950163100122
			
			
			&Eacute;ts secondaire
			
			
			1 RUE JEAN JACQUES ROUSSEAU - 95220 HERBLAY
			
		
		
			
			26950163100114
			
			
			&Eacute;ts secondaire
			
			
			25 BOULEVARD GALLIENI - 95100 ARGENTEUIL
			
		
		
			
			26950163100072
			
			
			&Eacute;ts secondaire
			
			
			16 RUE DE LA BERTHIE - 95870 BEZONS
			
		
		
			
			26950163100056
			
			
			&Eacute;ts secondaire
			
			
			1 RUE VALERE COLLAS - 95100 ARGENTEUIL
			
		
		
			
			26950163100031
			
			
			&Eacute;ts secondaire
			
			
			46 BOULEVARD CHARLES DE GAULLE - 95110 SANNOIS
			
		
		
			
			26950163100023
			
			
			&Eacute;ts secondaire
			
			
			2 PLACE SAINT JUST - 95100 ARGENTEUIL
			
		
	

"
269501631,399360f4-26d7-4b06-a81c-d15feb3dca18,CENTRE HOSPITALIER VICTOR DUPOUY,15/09/2023,2022,
269400032,93b4f199-b1cd-11ed-8fce-005056b7acd1,INSTITUT LE VAL MANDE,04/06/2021,2020,
269400032,93b4f081-b1cd-11ed-8fce-005056b7acd1,INSTITUT LE VAL MANDE,04/06/2021,2017,
269200978,93b4a09b-b1cd-11ed-8fce-005056b7acd1,CENTRE DE GERONTOLOGIE LES ABONDANCES,08/05/2021,2019,"
	
		
			
			&Eacute;tablissements
			
			
			SIRET
			
			
			Adresses
			
		
		
			
			Unit&eacute; de Soins de Longue Dur&eacute;e Les Abondances
			
			
			269 200 978 00022
			
			
			49, rue Saint Denis - 92100 Boulogne-Billancourt
			
		
		
			
			EHPAD Le Rouvray
			
			
			269 200 978 00071
			
			
			15, rue des Abondances - 92100 Boulogne-Billancourt
			
		
		
			
			Centre de Suite Les Abondances
			
			
			269 200 978 00063
			
			
			49, rue Saint Denis - 92100 Boulogne-Billancourt
			
		
		
			
			Service de Soins Infirmiers A Domicile Les Abondances
			
			
			269 200 978 00048
			
			
			49, rue Saint Denis - 92100 Boulogne-Billancourt
			
		
		
			
			Dot non affect&eacute;e
			
			
			269 200 978 00030
			
			
			49, rue Saint Denis - 92100 Boulogne-Billancourt
			
		
		
			
			EHPAD Les Abondances
			
			
			269 200 978 00014
			
			
			49, rue Saint Denis - 92100 Boulogne-Billancourt
			
		
	


&nbsp;
"
269200978,93859bc4-b1cd-11ed-8fce-005056b7acd1,CENTRE DE GERONTOLOGIE LES ABONDANCES,06/06/2017,2016,"
	
		
			
			SIRET
			
			
			Etablissements
			
			
			Adresse
			
		
		
			
			269 200&nbsp;978 00022
			
			
			USLD
			
			
			49, rue Saint Denis - 92100 Boulogne-Billancourt
			
		
		
			
			269 200&nbsp;978 00014
			
			
			EHPAD
			
			
			49, rue Saint Denis - 92100 Boulogne-Billancourt
			
		
		
			
			269 200&nbsp;978 00030
			
			
			Dot non affect&eacute;e
			
			
			49, rue Saint Denis - 92100 Boulogne-Billancourt
			
		
		
			
			269 200&nbsp;978 00048
			
			
			SSIAD
			
			
			49, rue Saint Denis - 92100 Boulogne-Billancourt
			
		
		
			
			269 200&nbsp;978 00063
			
			
			SSR
			
			
			49, rue Saint Denis - 92100 Boulogne-Billancourt
			
		
	


&nbsp;
"
269100095,93b7d96f-b1cd-11ed-8fce-005056b7acd1,ETS PUBLIC DE SANTE BARTHELEMY DURAND,10/09/2021,2020,"
	
		
			SIRET
			Etablissements
			Adresses
		
		
			26910009500018
			EPS ETAMPES
			AVENUE DU 8 MAI 1945 - 91150 ETAMPES
		
		
			26910009500802
			CMP
			3 RUE DES CLOTAIS - 91160 CHAMPLAN
		
		
			26910009500794
			CMP&nbsp;
			86 BD DU DOCTEUR CATHELIN - 91160 LONGJUMEAU
		
		
			26910009500786
			EQUIPE MOBILE DIAPSY
			1 RUE DU CHATEAU DE LA FONTAINE - 91220 BRETIGNY-SUR-ORGE
		
		
			26910009500778
			CMP
			10 CHE DE LA CROIX DU MESNIL - 91310 LONGPONT-SUR-ORGE
		
		
			26910009500760
			CMP
			2 RUE SAINT EXUPERY - 91350 GRIGNY
		
		
			26910009500752
			ANTENNE CMP PRELUDE
			41 RUE G ANTHONIOZ DE GAULLE - 91200 ATHIS-MONS
		
		
			26910009500745
			CATTP
			2 RUE DE LA PLAINE - 91700 SAINTE-GENEVIEVE-DES-BOIS
		
		
			26910009500737
			CMP
			179 RTE DE CORBEIL - 91700 SAINTE-GENEVIEVE-DES-BOIS
		
		
			26910009500711
			CATTP
			11 ALL DE LA TERRASSE - 91700 SAINTE-GENEVIEVE-DES-BOIS
		
		
			26910009500703
			CATTP POUR ADOLESCENTS
			31 B BD DE MONTFAUCON - 91150 ETAMPES
		
		
			26910009500695
			CENTRE INTERSECTORIEL ACCUEIL ET CRISE
			1 RUE LIERON - 91160 LONGJUMEAU
		
		
			26910009500687
			APPARTEMENT THERAPEUTIQUE
			16 RUE DES MOUSSERONS - 91160 LONGJUMEAU
		
		
			26910009500679
			CMP CATTP LES TERRASSES
			39 RUE DU FAUBOURG DE CHARTRES - 91410 DOURDAN
		
		
			26910009500661
			HOPITAL DE JOUR IMRE HERMANN
			10 CHE DE LA CROIX DU MESNIL - 91310 LONGPONT-SUR-ORGE
		
		
			26910009500653
			CMP
			5 RUE ADRIENNE BOLLAND - 91590 LA FERTE-ALAIS
		
		
			26910009500638
			SITE DE SAINTE GENEVIEVE DES BOIS
			RTE DE LONGPONT - 91700 SAINTE-GENEVIEVE-DES-BOIS
		
		
			26910009500620
			MAISON D&#39;ACCUEIL SPECIALISEE LE PONANT
			CHEMIN DU LARRIS - 91150 ETAMPES
		
		
			26910009500612
			CSAPA
			25 B RTE D&#39;EGLY - 91290 ARPAJON
		
		
			26910009500604
			CMP
			18 RUE DE LA REPUBLIQUE - 91150 ETAMPES
		
		
			26910009500596
			HOPITAL DE JOUR
			24 RUE DES ROSSAYS - 91600 SAVIGNY-SUR-ORGE
		
		
			26910009500588
			CMP
			13 RUE JOLIOT CURIE - 91600 SAVIGNY-SUR-ORGE
		
		
			26910009500570
			ACCUEIL FAMILIAL THERAPEUTIQUE
			41 AV DE PARIS - 91150 ETAMPES
		
		
			26910009500562
			HOPITAL DE JOUR
			89 RUE DU BILLOIR - 91600 SAVIGNY-SUR-ORGE
		
		
			26910009500554
			ACCUEIL FAMILIAL THERAPEUTIQUE
			13 RUE JOLIOT CURIE - 91600 SAVIGNY-SUR-ORGE
		
		
			26910009500547
			CATTP L&#39;ANCRE
			8 RUE GEORGE SAND - 91260 JUVISY-SUR-ORGE
		
		
			26910009500539
			CMP
			110 B AV DE VERDUN - 91520 EGLY
		
		
			26910009500513
			CATTP LE PATIO
			6 RTE DE VERSAILLES - 91160 CHAMPLAN
		
		
			26910009500505
			CMP
			18 RUE DE LA REPUBLIQUE - 91150 ETAMPES
		
		
			26910009500497
			CMP
			13 BD DE LA REPUBLIQUE - 91220 BRETIGNY-SUR-ORGE
		
		
			26910009500489
			CATTP
			30 RUE ALFRED LEBLANC - 91220 BRETIGNY-SUR-ORGE
		
		
			26910009500471
			HOPITAL DE JOUR
			2 RUE DE LA PLAINE - 91700 SAINTE-GENEVIEVE-DES-BOIS
		
		
			26910009500455
			HOPITAL DE JOUR POUR ADO
			6 RUE DU VIEUX PERRAY - 91700 SAINTE-GENEVIEVE-DES-BOIS
		
		
			26910009500372
			CMP
			12 ALL PLATEAU DES GLIERES - 91210 DRAVEIL
		
		
			26910009500349
			CMP
			22 RUE DEBERTRAND - 91410 DOURDAN
		
		
			26910009500307
			CMP
			33 GRANDE RUE - 91600 SAVIGNY-SUR-ORGE
		
		
			26910009500281
			CMP
			4 AV DE CHAMBORD - 91470 LIMOURS
		
		
			26910009500273
			CMP
			15 ALL DE LA BUTTE - 91240 SAINT-MICHEL-SUR-ORGE
		
		
			26910009500224
			CMP
			72 RUE JEAN ARGELIES - 91260 JUVISY-SUR-ORGE
		
		
			26910009500216
			CMP
			9 RUE PAILLARD - 91390 MORSANG-SUR-ORGE
		
		
			26910009500208
			CMP
			1 PL DU QUINCONCE - 91350 GRIGNY
		
		
			26910009500182
			CMP
			12 AV DU GENERAL DE GAULLE - 91160 LONGJUMEAU
		
		
			26910009500174
			UNITE THERAPIE FAMILIALE
			7 RUE PAUL LANGEVIN - 91700 SAINTE-GENEVIEVE-DES-BOIS
		
		
			26910009500158
			CMP CATTP
			25 B RTE D&#39;EGLY - 91290 ARPAJON
		
		
			26910009500125
			CMP
			15 RUE PERRICHON - 91540 MENNECY
		
		
			26910009500075
			CMP
			1 PL DE LA REPUBLIQUE - 91490 MILLY-LA-FORET
		
		
			26910009500067
			CMP
			1 RUE DE LA CORNE - 91590 LA FERTE-ALAIS
		
		
			26910009500059
			CATTP ETINCELLE
			26 BD BERCHERE - 91150 ETAMPES
		
		
			26910009500034
			HOPITAL DE JOUR
			7 RUE PAUL LANGEVIN - 91700 SAINTE-GENEVIEVE-DES-BOIS
		
	

"
269100095,9373f0fd-b1cd-11ed-8fce-005056b7acd1,ETS PUBLIC DE SANTE BARTHELEMY DURAND,05/02/2016,2014,
268708500,938a4eb4-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER SPECIALISE ESQUIROL,29/12/2017,2016,"
	
		
			
			SIRET
			
			
			Etablissements
			
			
			Adresses
			
		
	
	
		
			
			268 708 500 00015
			
			
			Centre hospitalier Esquirol
			
			
			15 rue du Docteur Marcland - 87000 Limoges
			
		
		
			
			268 708 500 00601
			
			
			Soins intensifs du soir
			
			
			21 rue Marcel Vardelle - 87100 Limoges
			
		
		
			
			268 708 500 00593
			
			
			CMP Saint L&eacute;onard
			
			
			Rue Daniel Lamazi&egrave;re -&nbsp; 87400 Saint-L&eacute;onard-de-Noblat
			
		
		
			
			268 708 500 00585
			
			
			CMP Haut Limousin
			
			
			8 avenue George Sand - 87190 Magnac-Laval
			
		
		
			
			268 708 500 00577
			
			
			CMP Sainte Claire
			
			
			12 avenue de Naugeat - 87000 Limoges
			
		
		
			
			268 708 500 00569
			
			
			CMP Van Gogh
			
			
			10 rue du Petit Tour - 87000 Limoges
			
		
		
			
			268 708 500 00551
			
			
			Ateliers th&eacute;rapeutiques
			
			
			Rue Jean Baptiste Ruchaud - 87000 Limoges
			
		
		
			
			268 708 500 00544
			
			
			CMP Val Vienne
			
			
			Avenue de Pr&eacute;coin -&nbsp; 87205 Saint-Julien Cedex
			
		
		
			
			268 708 500 00536
			
			
			CMP Beaubreuil
			
			
			48 all&eacute;e Fabre d&rsquo;Eglantine - 87280 Limoges
			
		
		
			
			268 708 500 00502
			
			
			HJ Van Gogh
			
			
			10 rue du Petit Tour - 87000 Limoges
			
		
		
			
			268 708 500 00486
			
			
			Appts coordination Th&eacute;rap.
			
			
			15 rue du Docteur Marcland - 87000 Limoges
			
		
		
			
			268 708 500 00478
			
			
			HJ Sainte Claire
			
			
			12 avenue de Naugeat - 87000 Limoges
			
		
		
			
			268 708 500 00460
			
			
			CMP Bassin Ar&eacute;dien
			
			
			4 rue Paul Bert - 87500 Saint-Yrieix-la-Perche
			
		
		
			
			268 708 500 00452
			
			
			HJ Val Vienne
			
			
			Avenue de Pr&eacute;coin -&nbsp; 87205 Saint-Julien Cedex
			
		
		
			
			268 708 500 00445
			
			
			HJ Bassin Ar&eacute;dien
			
			
			Place du Pr&eacute;sident Magnaud - 87500 Saint-Yrieix-la-Perche
			
		
		
			
			268 708 500 00437
			
			
			Multi Accueil Compagnie des Doudous
			
			
			15 rue du Docteur Marcland - 87000 Limoges
			
		
		
			
			268 708 500 00395
			
			
			Centre Bobillot
			
			
			80 rue Fran&ccedil;ois Perrin - 87000 Limoges
			
		
		
			
			268 708 500 00312
			
			
			HJ Mosa&iuml;ques
			
			
			49 rue Victorien Sardou - 87000 Limoges
			
		
		
			
			268 708 500 00304
			
			
			Unit&eacute; &eacute;valuation r&eacute;entrainement orientation 
			
			
			15 rue du Docteur Marcland - 87000 Limoges
			
		
		
			
			268 708 500 00288
			
			
			Equipe Trauma Cr&acirc;niens
			
			
			15 rue du Docteur Marcland - 87000 Limoges
			
		
		
			
			268 708 500 00262
			
			
			MAS Saint-Exup&eacute;ry
			
			
			20 avenue de la R&eacute;publique &ndash; 87170 Isle
			
		
		
			
			268 708 500 00254
			
			
			Pavillon Liberman
			
			
			15 rue du Docteur Marcland - 87000 Limoges
			
		
		
			
			268 708 500 00171
			
			
			HJ Haut Limousin
			
			
			8 avenue George Sand - 87190 Magnac-Laval
			
		
		
			
			268 708 500 00163
			
			
			HJ Saint L&eacute;onard
			
			
			Rue Daniel Lamazi&egrave;re -&nbsp; 87400 Saint-L&eacute;onard-de-Noblat
			
		
	


&nbsp;
"
268708500,93869e7d-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER SPECIALISE ESQUIROL,07/08/2017,2013,"268 708 500 000 15
"
268600046,93b1a26b-b1cd-11ed-8fce-005056b7acd1,CENTRE COMMUNAL D'ACTION SOCIALE,18/12/2020,2019,"
	
		
			
			Etablissements
			
			
			SIRET
			
			
			Adresses
			
		
	
	
		
			
			CCAS

			Accueil de jour

			VAC

			Service aide &agrave; domicile

			Service Soins Infirmiers &agrave; domicile
			
			
			268 600 046 00232

			268 600 046 00273

			268 600 046 00257

			268 600 046 00026

			268 600 046 00091
			
			
			5 rue Madame,

			86108 Ch&acirc;tellerault Cedex
			
		
		
			
			Multi-accueil Les Loupiots

			A Petits Pas
			
			
			268 600 046 00182

			268 600 046 00216
			
			
			5 rue L&eacute;on Petit,

			86100 Ch&acirc;tellerault
			
		
		
			
			La maison bleue
			
			
			268 600 046 00281
			
			
			27 rue Marcelin Berthelot,

			86100 Ch&acirc;tellerault
			
		
		
			
			Epicerie sociale
			
			
			268 600 046 00208
			
			
			90 route de Richelieu, 86100 Ch&acirc;tellerault
			
		
		
			
			Multi-accueil Capucine
			
			
			268 600 046 00190
			
			
			10 rue Aime Rasseteau,

			86100 Ch&acirc;tellerault
			
		
		
			
			Maisonn&eacute;e d&rsquo;Avaucourt
			
			
			268 600 046 00158
			
			
			12 rue Marcel Coubrat,

			86100 Ch&acirc;tellerault
			
		
		
			
			Maisonn&eacute;e Beauch&ecirc;ne
			
			
			268 600 046 00141
			
			
			27 rue Marcelin Berthelot,

			86100 Ch&acirc;tellerault
			
		
		
			
			Centre H&eacute;bergement et r&eacute;insertion sociale
			
			
			268 600 046 00125
			
			
			136 avenue Paul Painlev&eacute;,

			86100 Ch&acirc;tellerault
			
		
		
			
			Multi-accueil Coccinelle
			
			
			268 600 046 00109
			
			
			13 rue Creuze, 86100 Ch&acirc;tellerault
			
		
		
			
			Foyer Tivoli
			
			
			268 600 046 00075
			
			
			1 rue Janine Milet, 86100 Ch&acirc;tellerault
			
		
		
			
			Foyer Les Renardi&egrave;res
			
			
			268 600 046 00067
			
			
			2 rue de Bougainville, 86100 Ch&acirc;tellerault
			
		
	


&nbsp;
"
268600046,9386ef47-b1cd-11ed-8fce-005056b7acd1,CENTRE COMMUNAL D'ACTION SOCIALE,18/09/2017,2016,"
	
		
			
			Etablissements
			
			
			SIRET
			
			
			Adresses
			
		
	
	
		
			
			CCAS

			Accueil de jour

			Clic du Ch&acirc;telleraudais

			Service aide &agrave; domicile

			Service Soins Infirmiers &agrave; domicile
			
			
			268 600 046 00232

			268 600 046 00273

			268 600 046 00257

			268 600 046 00026

			268 600 046 00091
			
			
			5, Rue Madame, 

			86108 Ch&acirc;tellerault Cedex
			
		
		
			
			Multi-accueil Les Loupiots

			Garderie Le Jardin
			
			
			268 600 046 00182

			268 600 046 00216
			
			
			5, rue L&eacute;on Petit, 

			86100 Ch&acirc;tellerault
			
		
		
			
			La maison bleue
			
			
			268 600 046 00281
			
			
			27, rue Marcelin Berthelot, 

			86100 Ch&acirc;tellerault
			
		
		
			
			Epicerie sociale
			
			
			268 600 046 00208
			
			
			90, route de Richelieu, 86100 Ch&acirc;tellerault
			
		
		
			
			Multi-accueil Capucine
			
			
			268 600 046 00190
			
			
			10, Rue Aime Rasseteau, 

			86100 Ch&acirc;tellerault
			
		
		
			
			Maisonn&eacute;e d&rsquo;Avaucourt
			
			
			268 600 046 00158
			
			
			12, Rue Marcel Coubrat, 

			86100 Ch&acirc;tellerault
			
		
		
			
			Maisonn&eacute;e Beauch&ecirc;ne
			
			
			268 600 046 00141
			
			
			27, Rue Marcelin Berthelot, 

			86100 Ch&acirc;tellerault
			
		
		
			
			Centre H&eacute;bergement et r&eacute;insertion sociale
			
			
			268 600 046 00125
			
			
			136, Avenue Paul Painlev&eacute;, 

			86100 Ch&acirc;tellerault
			
		
		
			
			Multi-accueil Coccinelle
			
			
			268 600 046 00109
			
			
			13, Rue Creuze, 86100 Ch&acirc;tellerault
			
		
		
			
			Foyer Tivoli
			
			
			268 600 046 00075
			
			
			1, rue Janine Milet, 86100 Ch&acirc;tellerault
			
		
		
			
			Foyer Les Renardi&egrave;res
			
			
			268 600 046 00067
			
			
			2, rue de Bougainville, 86100 Ch&acirc;tellerault
			
		
		
			
			Cr&egrave;che Familiale 

			Les P&rsquo;tits Loups
			
			
			268 600 046 00042
			
			
			11, rue Creuze, 86100 Ch&acirc;tellerault
			
		
	


&nbsp;
"
268502416,93b94ed6-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER GEORGES MAZURELLE,16/11/2021,2020,"
	
		
			
			SIRET
			
			
			&Eacute;tablissements
			
			
			Adresses
			
		
	
	
		
			
			268 502 416 00012
			
			
			Centre hospitalier
			
			
			Route d&rsquo;Aubigny, 85000 La-Roche-Sur-Yon
			
		
		
			
			268 502 416 00020
			
			
			Gaston Chaissac
			
			
			12, rue de l&#39;Egault, 85600 Montaigu
			
		
		
			
			268 502 416 00038
			
			
			Fontenay Enfants
			
			
			24 rue Rabelais, 85200 Fontenay Le Comte
			
		
		
			
			268 502 416 00046
			
			
			Jean Itard
			
			
			39 rue Printani&egrave;re, 85100 Les-Sables-D&#39;olonne
			
		
		
			
			268 502 416 00053
			
			
			Printani&egrave;re Adultes
			
			
			70, rue Printani&egrave;re, 85100 Les-Sables-D&#39;olonne
			
		
		
			
			268 502 416 00288
			
			
			Chantonnay Enfants
			
			
			7 Bis Rue Collineau, 85110 Chantonnay
			
		
		
			
			268 502 416 00301
			
			
			Noirmoutier
			
			
			2, rue des Sableaux, 85330 Noirmoutier-en-l&rsquo;Ile
			
		
		
			
			268 502 416 00376
			
			
			Port Joinville
			
			
			34, rue du Puits Neuf, 85350 L&rsquo;Ile-D&#39;yeu
			
		
		
			
			268 502 416 00384
			
			
			George Milandy
			
			
			4, place Richelieu, 85400 Lu&ccedil;on
			
		
		
			
			268 502 416 00392
			
			
			Lu&ccedil;on Enfants
			
			
			100, rue des Carri&egrave;res, 85400 Lu&ccedil;on
			
		
		
			
			268 502 416 00418
			
			
			Pasteur
			
			
			44 boulevard Pasteur, 85100 Les-Sables-D&#39;olonne
			
		
		
			
			268 502 416 00426
			
			
			Tricottin
			
			
			3 rue Pierre de Coubertin, 85500 Les Herbiers
			
		
		
			
			268 502 416 00434
			
			
			Le Val-Fleuri
			
			
			7 rue des Flandres Dunkerque, 85000 La-Roche-Sur-Yon
			
		
		
			
			268 502 416 00442
			
			
			La Simbrandi&egrave;re
			
			
			84 rue de la Simbrandi&egrave;re, 85000 La-Roche-Sur-Yon
			
		
		
			
			268 502 416 00459
			
			
			Paul Verlaine
			
			
			67 Rue de Friedland, 85000 La-Roche-Sur-Yon
			
		
		
			
			268 502 416 00467
			
			
			Le Train Bleu
			
			
			12 impasse Beaus&eacute;jour, 85000 La-Roche-Sur-Yon
			
		
		
			
			268 502 416 00475
			
			
			Claudel
			
			
			17 rue de V&eacute;drines, 85000 La-Roche-Sur-Yon
			
		
		
			
			268 502 416 00483
			
			
			Adolescents
			
			
			80 rue Louis Lumi&egrave;re, 85000 La-Roche-Sur-Yon
			
		
		
			
			268 502 416 00533
			
			
			Chataigneraie Enfants
			
			
			5 place du Dr Gaborit 85120 La Chataigneraie
			
		
		
			
			268 502 416 00194
			
			
			Chataigneraie Adultes
			
			
			5 place du Dr Gaborit 85120 La Chataigneraie
			
		
		
			
			268 502 416 00568
			
			
			Montaigu Enfants
			
			
			74, avenue Villebois Mareuil, 85600 Montaigu
			
		
		
			
			268 502 416 00582
			
			
			Toulouse Lautrec
			
			
			19 rue du Moulin Rouge, 85000 La-Roche-Sur-Yon
			
		
		
			
			268 502 416 00616
			
			
			MAS Pairette
			
			
			27 Chemin de la Pairette, 85000 La-Roche-Sur-Yon
			
		
		
			
			268 502 416 00632
			
			
			T.M.M.
			
			
			69 Boulevard F. Mitterrand, 85340 Olonne-sur-Mer
			
		
		
			
			268 502 416 00665
			
			
			Les Cytises
			
			
			15 chemin de Bel Air, 85500 Les Herbiers
			
		
		
			
			268 502 416 00681
			
			
			Les Charmettes
			
			
			15 rue Emilio Segr&egrave;, 85300 Challans
			
		
		
			
			268 502 416 00715
			
			
			MAS Rose des Vents
			
			
			751, avenue du Dr Mathevet, 85560 Longeville-Sur-Mer
			
		
		
			
			268 502 416 00723
			
			
			Elline
			
			
			15 Boulevard des &Eacute;tats-Unis, 85000 La-Roche-Sur-Yon
			
		
		
			
			268 502 416 00343
			
			
			Donald Winnicott
			
			
			53 rue Raymond Prunier, 85000 La-Roche-Sur-Yon
			
		
		
			
			/
			
			
			Fontenay Adultes
			
			
			21 rue Ernest Vignaux 85200 Fontenay-le-Comte
			
		
		
			
			/
			
			
			F&eacute;d&eacute;ration Des Urgences (C.H.D.)
			
			
			Boulevard Moreau, 85000 La-Roche-Sur-Yon
			
		
	


&nbsp;
"
